Year,Units,Doller
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars,
2020,Dollars,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Percentage,
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
2020,Dollars (millions),
